Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating,Customer Age,Discount,Membership duration,Loyalty points,Feedback,Product
952-34-5853,B,Yangon,Normal,FEMALE,Fashion accessories,71.82,4,,394.09,2021-01-09,18:05,Ewallet,77.95,4.76,36.32,8.7,,0.0,,4,good,Watch
332-56-3939,C,Yangon,Member,Male,Electronic accessories,74.2,2,24.22,972.87,2021-01-01,13:38,CASH,373.44,4.76,41.62,7.3,64.0,0.0,60.0,52,Good,Charger
409-11-9751,B,Naypyitaw,Member,FEMALE,Electronic accessories,73.76,2,,623.44,2021-01-09,15:05,CASH,434.2,4.76,10.95,9.2,,0.0,53.0,69,Excellent,Mouse
229-45-1745,C,Naypyitaw,Normal,Male,Home and lifestyle,76.25,3,24.16,183.26,2021-07-02,19:42,cash,838.38,4.76,47.41,,44.0,0.0,8.0,83,very good,Curtain
155-80-5786,B,Yangon,Member,Female,Electronic accessories,33.06,1,,455.96,2021-06-02,10:59,Ewallet,410.5,4.76,29.94,5.1,,25.61,,21,very good,Mouse
814-26-9042,C,Yangon,Member,male,Food and beverages,18.58,2,,808.19,2021-01-05,11:32,CASH,794.82,4.76,38.24,8.0,24.0,0.0,28.0,36,good,Juice
205-11-5658,A,Naypyitaw,Member,FEMALE,Health and beauty,15.29,6,15.24,107.27,2021-02-02,16:43,Credit card,637.71,4.76,45.16,5.0,,0.0,50.0,25,EXCELLENT,Soap
580-71-8216,B,Mandalay,Member,FEMALE,Fashion accessories,39.96,4,25.65,404.8,2021-01-08,18:17,Credit card,532.75,4.76,25.86,5.8,,0.0,,20,very good,Handbag
448-33-1841,B,Naypyitaw,Normal,male,Sports and travel,31.14,9,38.99,995.87,2021-01-09,11:38,Credit card,701.28,4.76,11.07,6.5,58.0,6.92,,29,Excellent,Sneakers
358-71-2869,B,Mandalay,Member,male,Fashion accessories,91.74,7,40.39,879.43,2021-07-02,19:27,Cash,911.77,4.76,24.02,5.5,35.0,0.0,30.0,24,EXCELLENT,Scarf
941-18-7565,C,Naypyitaw,Member,FEMALE,Food and beverages,99.71,4,25.04,561.87,2021-01-08,17:57,Cash,795.16,4.76,32.94,4.1,25.0,0.0,29.0,87,Good,Coffee
603-19-1878,A,Yangon,Normal,Female,Fashion accessories,94.54,6,27.74,367.06,2021-01-03,17:09,CASH,468.18,4.76,18.6,5.0,,0.0,35.0,99,very good,Belt
255-29-5978,C,Naypyitaw,Normal,FEMALE,Electronic accessories,97.05,7,13.42,121.77,2021-05-02,16:46,Ewallet,615.18,4.76,26.09,9.5,,18.0,,30,Excellent,Power Bank
187-41-2940,C,Yangon,Member,male,Fashion accessories,63.84,1,41.56,580.38,2021-01-04,15:37,Ewallet,485.58,4.76,36.88,,,0.0,,6,Poor,Sunglasses
671-63-4697,B,Mandalay,Normal,Male,Electronic accessories,77.34,8,17.35,200.31,2021-01-05,19:59,cash,788.85,4.76,11.51,5.1,,0.0,1.0,100,Poor,Power Bank
894-76-7232,C,Naypyitaw,Normal,Female,Home and lifestyle,14.1,5,33.53,858.91,2021-01-04,16:42,Ewallet,410.81,4.76,14.91,,47.0,0.0,26.0,18,EXCELLENT,Cushion
561-66-5871,C,Mandalay,Member,FEMALE,Home and lifestyle,32.83,6,42.34,495.02,2021-03-02,19:03,Cash,602.51,4.76,24.27,,43.0,0.0,,27,very good,Table Cover
980-85-8025,A,Naypyitaw,Normal,FEMALE,Home and lifestyle,65.77,4,14.23,231.34,2021-01-09,13:02,Cash,795.81,4.76,1.68,6.5,45.0,21.19,19.0,78,good,Cushion
412-82-1986,C,Naypyitaw,Member,Male,Food and beverages,37.23,10,32.35,699.76,2021-01-01,18:22,Ewallet,890.86,4.76,13.3,8.2,26.0,0.0,,75,Good,Tea
724-22-4404,A,Mandalay,Normal,Male,Fashion accessories,45.52,2,21.11,492.43,2021-05-02,12:45,CASH,198.25,4.76,12.39,,,0.0,,29,Excellent,Belt
740-37-5335,B,Naypyitaw,Member,Female,Sports and travel,43.38,10,49.71,994.63,2021-04-02,10:16,Ewallet,272.61,4.76,1.41,4.0,53.0,0.0,4.0,32,Excellent,Sneakers
776-20-3573,A,Yangon,Normal,Female,Home and lifestyle,97.13,2,2.51,363.91,2021-01-03,10:50,CASH,385.41,4.76,1.61,9.4,33.0,0.0,48.0,35,Good,Cushion
345-32-2229,A,Mandalay,Normal,FEMALE,Health and beauty,60.36,7,35.09,596.46,2021-08-02,18:27,Credit card,618.63,4.76,45.74,4.3,26.0,0.0,,48,Poor,Soap
260-10-7693,B,Mandalay,Member,FEMALE,Health and beauty,62.24,3,11.11,792.06,2021-08-02,10:22,CASH,239.2,4.76,47.16,6.6,,0.0,,2,good,Soap
561-98-8699,A,Yangon,Member,male,Home and lifestyle,33.43,6,46.11,951.08,2021-09-02,15:02,Ewallet,832.61,4.76,18.11,6.9,54.0,0.0,,100,Excellent,Table Cover
398-14-4792,A,Mandalay,Member,FEMALE,Home and lifestyle,55.34,8,6.29,431.39,2021-01-06,16:57,Ewallet,435.45,4.76,26.12,4.2,65.0,0.0,,51,Good,Chair
395-46-8438,B,Naypyitaw,Member,Male,Sports and travel,93.73,1,31.72,642.51,2021-01-09,17:41,Ewallet,755.53,4.76,32.21,7.7,57.0,4.21,,90,Poor,Travel Pillow
172-97-4824,C,Yangon,Normal,Female,Sports and travel,89.01,10,45.71,58.11,2021-01-02,12:11,Ewallet,461.63,4.76,21.54,,,0.0,36.0,3,Poor,Tent
370-90-4241,A,Naypyitaw,Member,FEMALE,Food and beverages,21.87,9,43.93,192.97,2021-05-02,16:18,Cash,166.47,4.76,2.14,7.4,,0.0,,48,Poor,Snacks
535-24-9922,C,Naypyitaw,Member,Female,Food and beverages,38.56,4,45.61,605.16,2021-05-02,19:57,Credit card,495.33,4.76,27.7,8.6,49.0,0.0,50.0,72,Poor,Coffee
330-92-3441,B,Naypyitaw,Member,FEMALE,Health and beauty,57.74,1,17.23,555.75,2021-01-02,20:35,Cash,886.64,4.76,20.4,5.1,42.0,0.0,23.0,33,Excellent,Toothpaste
372-28-2169,B,Naypyitaw,Normal,Male,Sports and travel,22.76,10,47.32,240.31,2021-01-05,17:14,Credit card,195.49,4.76,18.09,9.0,23.0,22.83,,90,good,Sneakers
161-31-6039,C,Naypyitaw,Normal,male,Fashion accessories,20.52,2,10.34,929.09,2021-01-09,14:46,Credit card,321.33,4.76,39.59,,,0.0,15.0,29,Excellent,Watch
709-82-5728,A,Naypyitaw,Member,male,Food and beverages,13.97,7,35.39,729.16,2021-01-04,15:22,cash,66.89,4.76,48.52,5.3,,0.0,46.0,87,Poor,Snacks
549-25-8679,C,Yangon,Member,Female,Fashion accessories,21.51,10,7.03,229.41,2021-09-02,10:49,Credit card,909.32,4.76,46.27,8.2,53.0,0.0,,0,Poor,Handbag
805-48-7594,B,Yangon,Normal,Male,Food and beverages,88.45,3,28.77,343.06,2021-07-02,16:37,Ewallet,749.39,4.76,4.32,4.1,,0.0,33.0,51,EXCELLENT,Snacks
378-74-9847,B,Mandalay,Member,Male,Home and lifestyle,85.13,5,18.0,556.75,2021-01-06,19:42,Ewallet,345.78,4.76,42.52,6.8,65.0,0.0,41.0,78,Excellent,Lamp
605-66-2317,A,Yangon,Member,Male,Sports and travel,77.3,7,1.41,87.48,2021-03-02,19:25,CASH,392.67,4.76,43.26,5.9,,0.0,,44,EXCELLENT,Backpack
712-15-8078,B,Yangon,Normal,FEMALE,Food and beverages,93.36,1,8.21,381.09,2021-01-02,11:18,Cash,521.07,4.76,12.4,4.7,,0.0,,83,good,Coffee
852-51-5102,C,Yangon,Normal,male,Home and lifestyle,35.46,10,26.64,877.03,2021-07-02,19:02,Cash,685.6,4.76,5.16,6.5,35.0,0.0,,16,good,Chair
126-21-4750,C,Yangon,Member,Male,Fashion accessories,88.92,8,28.35,675.26,2021-07-02,18:59,cash,871.67,4.76,2.71,6.8,61.0,0.0,,24,Excellent,Watch
790-83-1339,C,Yangon,Member,FEMALE,Fashion accessories,65.16,6,24.85,205.12,2021-06-02,15:44,Credit card,696.73,4.76,32.97,4.8,53.0,29.94,60.0,43,good,Belt
883-96-5415,C,Yangon,Member,Female,Health and beauty,78.54,6,15.44,271.33,2021-01-02,19:18,CASH,165.64,4.76,23.06,8.3,,0.0,,56,EXCELLENT,Soap
690-15-3870,A,Mandalay,Normal,FEMALE,Electronic accessories,33.74,1,11.65,783.73,2021-08-02,18:24,CASH,257.61,4.76,7.56,6.1,,0.0,,68,EXCELLENT,Mouse
581-76-8245,C,Yangon,Normal,FEMALE,Sports and travel,38.17,7,7.05,,2021-07-02,15:34,Ewallet,259.18,4.76,14.16,,,0.0,,50,EXCELLENT,Travel Pillow
384-33-8141,A,Naypyitaw,Normal,Male,Health and beauty,90.34,5,1.25,947.17,2021-01-04,12:46,Cash,202.62,4.76,14.7,6.8,37.0,0.0,16.0,41,Good,Soap
750-72-2494,B,Mandalay,Normal,Female,Health and beauty,38.4,4,41.87,950.61,2021-01-03,13:59,Ewallet,557.53,4.76,1.96,6.5,,0.0,,99,EXCELLENT,Shampoo
581-54-7690,B,Yangon,Member,male,Sports and travel,99.51,6,,,2021-01-06,18:27,Cash,895.25,4.76,35.66,6.6,22.0,0.0,,17,very good,Backpack
441-51-2713,A,Naypyitaw,Member,Female,Electronic accessories,78.73,4,44.06,861.48,2021-01-02,9:17,Ewallet,760.87,4.76,25.24,5.3,41.0,12.98,,76,very good,Power Bank
978-30-6403,A,Yangon,Normal,Female,Home and lifestyle,23.61,4,25.6,96.75,2021-03-02,16:32,Cash,121.75,4.76,29.99,9.9,,18.14,52.0,39,good,Lamp
521-98-9117,B,Naypyitaw,Member,Female,Health and beauty,86.77,4,28.48,238.71,2021-01-08,13:09,Ewallet,107.77,4.76,35.5,8.7,41.0,0.0,37.0,11,very good,Lotion
395-94-7561,B,Mandalay,Normal,Female,Health and beauty,69.17,7,35.95,610.71,2021-01-02,10:28,Cash,930.98,4.76,5.89,7.9,,0.0,52.0,17,Good,Lotion
933-80-1601,C,Mandalay,Normal,Male,Electronic accessories,81.84,3,36.92,970.78,2021-01-03,9:09,Credit card,139.69,4.76,11.54,5.6,27.0,0.0,,64,EXCELLENT,Power Bank
565-21-6153,A,Naypyitaw,Member,FEMALE,Home and lifestyle,14.79,1,45.99,599.39,2021-06-02,17:21,Ewallet,451.26,4.76,14.27,9.8,,0.0,38.0,43,EXCELLENT,Cushion
358-51-2899,B,Yangon,Normal,male,Health and beauty,23.38,8,2.57,204.74,2021-01-02,10:24,Ewallet,502.43,4.76,49.89,9.6,34.0,22.41,53.0,31,very good,Shampoo
891-61-9431,A,Yangon,Normal,male,Fashion accessories,30.69,4,13.19,943.66,2021-01-05,11:10,Ewallet,246.85,4.76,12.77,6.3,51.0,0.0,,61,Good,Handbag
944-10-9889,B,Mandalay,Normal,FEMALE,Electronic accessories,13.23,3,19.93,390.47,2021-01-01,14:37,Ewallet,348.92,4.76,27.99,8.9,55.0,0.0,,91,Poor,Headphones
573-62-1888,A,Naypyitaw,Member,male,Sports and travel,33.42,3,45.3,444.37,2021-01-01,12:52,cash,663.29,4.76,4.69,8.5,,0.0,43.0,6,very good,Tent
292-76-6927,A,Mandalay,Normal,Female,Electronic accessories,73.54,10,46.09,136.25,2021-01-07,19:26,cash,412.65,4.76,31.45,6.8,,22.0,,4,Excellent,Keyboard
737-73-8242,B,Naypyitaw,Normal,Male,Electronic accessories,49.28,4,9.49,504.08,2021-01-05,13:34,Credit card,874.76,4.76,36.01,6.3,,0.0,47.0,100,very good,Mouse
878-16-4335,C,Mandalay,Member,Female,Food and beverages,99.57,2,43.92,947.65,2021-01-05,17:08,Ewallet,595.06,4.76,16.17,9.7,55.0,0.0,50.0,48,Good,Juice
373-80-3146,C,Mandalay,Normal,Female,Fashion accessories,93.45,8,7.82,,2021-01-08,9:32,Cash,646.04,4.76,47.78,8.5,,0.0,25.0,33,Excellent,Scarf
394-66-8941,C,Naypyitaw,Normal,Male,Health and beauty,13.67,4,13.25,449.01,2021-02-02,18:50,Ewallet,849.59,4.76,46.26,8.2,46.0,0.0,4.0,32,Good,Soap
224-13-4920,B,Mandalay,Normal,male,Home and lifestyle,42.09,3,10.78,145.06,2021-01-04,12:17,Credit card,856.9,4.76,8.07,7.6,59.0,0.0,46.0,67,Poor,Curtain
826-30-6091,B,Yangon,Normal,Male,Sports and travel,73.81,5,15.57,344.48,2021-01-07,17:25,Ewallet,448.06,4.76,14.58,9.8,,0.0,30.0,71,Good,Travel Pillow
664-11-7684,C,Naypyitaw,Normal,FEMALE,Fashion accessories,53.67,8,23.6,948.64,2021-08-02,17:44,Cash,75.53,4.76,47.65,9.3,,15.27,,43,EXCELLENT,Watch
195-38-2858,B,Naypyitaw,Member,FEMALE,Food and beverages,54.37,4,39.34,267.89,2021-05-02,17:14,Ewallet,788.43,4.76,2.38,6.8,21.0,0.0,32.0,36,Good,Biscuits
572-25-3522,B,Naypyitaw,Member,FEMALE,Electronic accessories,86.13,8,5.71,667.91,2021-01-07,18:02,CASH,298.04,4.76,36.78,4.6,,3.76,32.0,68,good,Charger
610-47-9337,C,Naypyitaw,Normal,Male,Sports and travel,88.02,6,35.01,882.14,2021-01-05,15:08,Cash,63.17,4.76,28.34,4.1,,0.0,,61,Excellent,Water Bottle
822-44-7807,B,Mandalay,Member,FEMALE,Home and lifestyle,21.13,3,34.57,,2021-01-04,13:25,cash,608.94,4.76,8.4,,64.0,6.5,17.0,99,Excellent,Cushion
954-71-8736,B,Yangon,Member,Female,Sports and travel,18.42,7,18.36,743.15,2021-01-03,16:09,Credit card,237.49,4.76,20.1,7.7,,12.97,46.0,43,Excellent,Backpack
349-68-3369,A,Mandalay,Member,Female,Sports and travel,88.14,7,48.11,93.1,2021-01-01,17:28,Cash,168.97,4.76,13.53,5.0,,0.0,25.0,31,EXCELLENT,Water Bottle
492-34-9327,A,Yangon,Normal,FEMALE,Fashion accessories,26.26,8,45.72,218.49,2021-01-02,18:36,cash,125.28,4.76,46.73,4.2,,0.0,,13,Excellent,Watch
864-27-2143,C,Yangon,Member,FEMALE,Fashion accessories,25.15,7,,,2021-02-02,10:27,Credit card,923.89,4.76,20.94,7.4,,0.0,,14,Poor,Handbag
382-63-6568,A,Naypyitaw,Member,FEMALE,Health and beauty,55.79,2,5.33,183.21,2021-01-06,9:39,cash,597.87,4.76,9.98,5.6,22.0,0.0,47.0,74,Good,Shampoo
906-74-5377,A,Naypyitaw,Member,FEMALE,Home and lifestyle,34.55,5,45.44,87.04,2021-07-02,10:05,Ewallet,668.89,4.76,19.29,8.6,32.0,0.0,,80,Poor,Table Cover
940-10-5634,B,Naypyitaw,Member,Male,Electronic accessories,90.18,3,29.44,249.33,2021-09-02,13:04,Cash,193.95,4.76,49.6,5.6,48.0,23.47,23.0,96,Good,Keyboard
843-48-9022,A,Yangon,Normal,Male,Health and beauty,62.71,3,31.42,328.43,2021-01-04,12:53,Cash,322.87,4.76,42.26,6.0,,0.0,21.0,97,EXCELLENT,Face Wash
986-29-8316,B,Yangon,Member,Female,Health and beauty,62.52,8,44.01,832.09,2021-03-02,10:37,Credit card,844.89,4.76,39.88,8.9,18.0,5.16,,66,Poor,Face Wash
651-71-6654,A,Naypyitaw,Member,male,Electronic accessories,97.45,5,42.41,215.91,2021-01-04,20:15,CASH,733.17,4.76,10.09,6.7,,0.0,,100,EXCELLENT,Keyboard
440-80-9903,C,Yangon,Normal,Female,Food and beverages,57.34,10,33.83,193.81,2021-01-02,14:42,Ewallet,484.47,4.76,1.69,4.1,53.0,0.0,,1,Good,Coffee
486-68-6272,B,Mandalay,Normal,Male,Fashion accessories,61.37,6,38.39,685.23,2021-03-02,18:40,cash,188.85,4.76,41.79,5.8,,0.0,,32,Excellent,Sunglasses
990-34-4912,A,Naypyitaw,Member,Female,Home and lifestyle,47.48,8,42.12,928.71,2021-07-02,11:52,cash,160.74,4.76,35.0,8.5,57.0,0.0,,21,very good,Cushion
685-59-4826,B,Mandalay,Normal,Female,Sports and travel,16.92,4,14.24,78.48,2021-03-02,12:45,cash,482.85,4.76,34.0,8.6,58.0,0.0,,46,good,Water Bottle
976-62-1715,C,Mandalay,Normal,Male,Food and beverages,79.14,9,6.25,433.47,2021-01-07,15:06,Credit card,386.79,4.76,9.45,7.4,45.0,0.0,31.0,44,good,Juice
425-70-7246,C,Mandalay,Normal,male,Home and lifestyle,70.92,6,41.28,849.35,2021-03-02,12:13,cash,264.16,4.76,5.88,6.8,26.0,0.0,58.0,39,Poor,Lamp
495-94-3492,B,Mandalay,Member,Male,Fashion accessories,89.86,7,34.84,77.05,2021-02-02,16:46,CASH,232.69,4.76,27.14,6.6,,0.0,,18,Excellent,Handbag
607-14-3068,C,Naypyitaw,Member,Female,Fashion accessories,12.34,6,6.95,,2021-01-06,15:57,Cash,448.05,4.76,31.47,4.4,,0.0,20.0,67,very good,Sunglasses
614-85-6439,C,Mandalay,Normal,Male,Home and lifestyle,71.32,5,26.03,,2021-04-02,9:21,CASH,180.47,4.76,2.74,,27.0,0.0,53.0,0,EXCELLENT,Curtain
990-22-8213,A,Naypyitaw,Member,male,Sports and travel,71.26,10,35.38,748.2,2021-01-05,11:15,CASH,361.86,4.76,15.97,7.6,,0.0,,41,EXCELLENT,Sneakers
202-77-8486,C,Naypyitaw,Member,male,Food and beverages,45.48,1,28.54,437.27,2021-01-07,9:58,Ewallet,296.12,4.76,26.77,9.2,,5.07,39.0,31,good,Juice
115-28-7717,A,Mandalay,Member,Male,Fashion accessories,63.13,2,7.68,774.38,2021-06-02,13:20,Ewallet,162.79,4.76,5.86,5.9,41.0,0.0,,56,very good,Scarf
991-93-3529,B,Yangon,Member,Male,Fashion accessories,95.61,10,32.34,211.25,2021-01-06,17:32,Cash,375.63,4.76,19.69,5.6,,0.0,4.0,52,Poor,Watch
176-70-5342,C,Yangon,Member,Male,Food and beverages,85.33,7,31.78,381.23,2021-01-08,10:25,Cash,376.73,4.76,3.46,,18.0,0.0,3.0,97,Poor,Snacks
446-89-7512,B,Mandalay,Member,FEMALE,Food and beverages,23.84,6,46.89,448.89,2021-03-02,14:49,Ewallet,324.86,4.76,1.59,5.4,,0.0,,38,very good,Biscuits
765-20-6383,C,Mandalay,Member,Female,Sports and travel,17.3,8,31.56,970.29,2021-05-02,20:01,CASH,776.04,4.76,27.76,7.6,,0.02,,16,very good,Travel Pillow
972-96-9742,A,Yangon,Member,Female,Sports and travel,84.76,6,4.29,444.32,2021-04-02,11:23,Cash,573.81,4.76,22.98,4.2,,0.0,34.0,46,Good,Sneakers
489-50-8994,C,Naypyitaw,Member,male,Home and lifestyle,69.36,7,44.12,468.4,2021-08-02,13:48,cash,624.37,4.76,32.99,6.9,50.0,0.0,,42,EXCELLENT,Chair
993-79-1588,B,Naypyitaw,Member,Female,Food and beverages,50.86,4,13.11,818.95,2021-01-09,13:31,Cash,812.0,4.76,3.75,,39.0,16.97,19.0,3,EXCELLENT,Tea
732-18-4846,C,Naypyitaw,Normal,FEMALE,Electronic accessories,95.97,1,2.21,,2021-01-05,11:16,cash,206.97,4.76,46.57,4.3,,0.0,19.0,61,very good,Mouse
746-97-5708,A,Naypyitaw,Member,male,Home and lifestyle,63.48,6,20.14,904.57,2021-02-02,10:39,Credit card,209.67,4.76,39.17,7.9,61.0,0.0,,71,good,Curtain
332-21-8110,B,Mandalay,Normal,Male,Electronic accessories,10.52,1,15.7,356.73,2021-01-07,10:27,cash,707.07,4.76,2.56,4.6,,0.0,,54,Good,Mouse
200-91-2646,A,Yangon,Member,Male,Home and lifestyle,97.28,3,10.02,959.06,2021-04-02,14:41,CASH,666.97,4.76,17.43,7.0,,0.0,16.0,70,Poor,Lamp
554-31-5906,C,Mandalay,Normal,male,Electronic accessories,69.06,8,42.54,141.58,2021-01-05,9:55,Cash,781.14,4.76,39.83,5.6,24.0,0.0,46.0,67,Excellent,Headphones
129-15-6314,C,Mandalay,Member,male,Sports and travel,95.58,3,31.03,839.53,2021-05-02,12:44,Ewallet,216.17,4.76,20.16,4.3,,0.0,10.0,81,EXCELLENT,Water Bottle
915-17-5806,A,Naypyitaw,Member,male,Home and lifestyle,39.24,10,33.25,169.54,2021-01-05,13:17,CASH,296.71,4.76,40.33,4.5,43.0,0.0,29.0,57,EXCELLENT,Chair
467-57-8056,B,Yangon,Normal,FEMALE,Home and lifestyle,75.84,3,8.17,815.18,2021-04-02,9:50,CASH,307.88,4.76,36.35,9.1,,0.0,55.0,69,very good,Chair
249-41-9702,A,Yangon,Normal,Male,Health and beauty,76.09,2,,676.25,2021-01-04,18:26,Ewallet,837.03,4.76,4.43,6.1,24.0,0.0,,50,Good,Toothpaste
521-82-3950,B,Naypyitaw,Normal,FEMALE,Electronic accessories,96.17,7,37.49,731.4,2021-01-07,15:54,Cash,796.83,4.76,18.66,9.4,22.0,0.0,,3,Good,Mouse
274-32-2293,B,Mandalay,Member,Male,Home and lifestyle,61.22,10,26.06,634.26,2021-09-02,10:30,Cash,310.35,4.76,21.05,4.8,,0.0,20.0,86,Poor,Curtain
724-58-4945,B,Mandalay,Member,male,Home and lifestyle,29.02,2,10.82,288.14,2021-09-02,20:30,Credit card,803.37,4.76,27.64,8.5,,0.0,,23,Good,Table Cover
609-84-3344,A,Mandalay,Normal,FEMALE,Sports and travel,14.38,4,15.18,336.05,2021-01-01,20:04,Ewallet,489.17,4.76,2.53,9.5,43.0,15.97,,5,very good,Water Bottle
337-69-5161,B,Yangon,Member,Female,Electronic accessories,67.93,3,29.85,489.04,2021-09-02,17:08,CASH,581.28,4.76,17.61,8.7,,0.0,,29,Poor,Headphones
570-42-1153,A,Mandalay,Member,Male,Food and beverages,39.09,5,14.48,541.06,2021-04-02,20:16,Credit card,878.65,4.76,24.31,5.8,,27.55,50.0,92,good,Coffee
923-69-5712,A,Mandalay,Normal,male,Electronic accessories,15.0,9,40.19,303.39,2021-01-09,18:34,Cash,40.8,4.76,16.34,7.1,,8.73,,75,very good,Headphones
793-79-3588,A,Mandalay,Member,male,Fashion accessories,16.37,7,40.86,361.55,2021-01-09,18:48,CASH,457.45,4.76,3.94,8.5,26.0,0.0,53.0,16,Excellent,Watch
175-66-6661,C,Mandalay,Normal,FEMALE,Food and beverages,95.67,7,14.89,187.96,2021-02-02,17:40,cash,770.08,4.76,25.25,9.6,,0.0,5.0,21,Excellent,Snacks
701-48-7951,C,Mandalay,Normal,Female,Home and lifestyle,44.33,2,20.08,858.21,2021-01-04,9:34,cash,39.5,4.76,7.69,6.9,,11.63,26.0,15,Good,Curtain
806-42-8484,C,Naypyitaw,Member,Female,Electronic accessories,45.9,10,2.67,809.78,2021-03-02,17:58,Ewallet,374.26,4.76,47.81,7.5,,0.0,59.0,31,Good,Mouse
965-48-4263,B,Naypyitaw,Member,Male,Electronic accessories,26.02,6,33.2,804.49,2021-05-02,20:00,Ewallet,658.47,4.76,28.59,8.7,,0.0,30.0,9,Good,Mouse
493-71-2747,C,Yangon,Normal,Male,Fashion accessories,96.85,5,45.5,63.61,2021-03-02,15:29,CASH,734.68,4.76,1.6,4.2,21.0,0.0,,61,Excellent,Scarf
342-58-6881,C,Yangon,Normal,Male,Fashion accessories,87.9,7,7.83,843.61,2021-03-02,17:09,Cash,659.61,4.76,40.13,9.0,,4.17,,4,Good,Belt
688-47-5837,C,Yangon,Member,FEMALE,Fashion accessories,18.03,1,23.46,426.93,2021-05-02,10:17,Ewallet,95.66,4.76,11.59,4.1,,25.89,58.0,11,Good,Sunglasses
122-94-7484,B,Mandalay,Member,male,Electronic accessories,86.71,8,,,2021-01-09,10:28,Cash,734.8,4.76,23.61,6.2,,10.53,,79,Poor,Keyboard
381-11-1803,A,Naypyitaw,Member,FEMALE,Electronic accessories,24.66,2,25.53,864.8,2021-01-02,13:26,cash,318.16,4.76,10.29,6.6,,0.0,,91,Excellent,Keyboard
720-73-5689,C,Mandalay,Member,male,Electronic accessories,80.15,7,11.33,876.05,2021-01-01,17:54,cash,754.98,4.76,39.16,4.2,31.0,0.0,22.0,41,Poor,Power Bank
894-39-6772,A,Mandalay,Normal,male,Health and beauty,35.64,5,26.73,435.37,2021-01-05,10:50,Cash,442.34,4.76,33.06,6.7,52.0,0.0,12.0,71,very good,Face Wash
324-91-4115,A,Mandalay,Member,male,Health and beauty,77.73,3,9.55,480.53,2021-01-08,12:53,CASH,266.79,4.76,9.41,7.6,,0.0,57.0,51,good,Face Wash
735-42-3240,A,Naypyitaw,Member,Female,Home and lifestyle,68.87,3,33.14,467.87,2021-09-02,14:39,Cash,675.83,4.76,5.58,4.2,,15.77,49.0,53,very good,Curtain
743-22-1645,A,Mandalay,Member,FEMALE,Food and beverages,20.85,4,23.51,672.69,2021-02-02,11:58,Credit card,197.13,4.76,11.01,6.6,,0.0,,26,very good,Tea
416-66-1546,C,Naypyitaw,Normal,FEMALE,Electronic accessories,54.18,9,7.86,370.48,2021-02-02,15:40,cash,422.97,4.76,40.84,8.9,,10.83,,75,Excellent,Headphones
693-56-3153,B,Naypyitaw,Member,FEMALE,Sports and travel,48.91,8,33.26,227.0,2021-01-02,15:16,CASH,635.3,4.76,28.75,8.7,,0.0,60.0,99,Good,Sneakers
192-47-6352,C,Yangon,Member,Female,Home and lifestyle,82.57,4,4.34,878.37,2021-04-02,17:27,Credit card,177.16,4.76,37.42,7.3,51.0,0.0,,73,Poor,Cushion
865-63-3877,B,Yangon,Member,Female,Home and lifestyle,37.91,1,24.7,483.5,2021-01-01,18:42,cash,837.44,4.76,24.16,8.4,,0.0,,84,Excellent,Chair
305-26-9837,C,Mandalay,Normal,male,Electronic accessories,71.65,4,30.69,863.4,2021-03-02,17:39,cash,711.79,4.76,4.7,9.3,,0.0,31.0,16,good,Mouse
997-56-9697,C,Yangon,Member,Female,Electronic accessories,21.82,7,35.72,299.72,2021-01-03,12:44,cash,410.99,4.76,20.1,7.4,64.0,0.0,,69,Poor,Power Bank
613-44-3695,A,Mandalay,Member,Male,Food and beverages,69.9,10,33.29,455.19,2021-01-08,18:25,Cash,276.57,4.76,7.98,4.5,39.0,0.0,51.0,60,EXCELLENT,Biscuits
363-71-5835,B,Naypyitaw,Normal,Male,Fashion accessories,84.88,3,35.19,,2021-07-02,20:39,cash,446.16,4.76,6.88,,61.0,16.84,,72,EXCELLENT,Watch
864-53-2886,C,Mandalay,Normal,Male,Health and beauty,56.14,2,29.46,139.85,2021-09-02,17:28,Ewallet,488.17,4.76,40.41,7.0,,10.49,,67,good,Toothpaste
579-19-3306,B,Naypyitaw,Normal,FEMALE,Fashion accessories,54.07,5,41.66,838.57,2021-01-04,13:59,cash,323.39,4.76,13.44,6.0,31.0,0.0,35.0,99,Excellent,Watch
872-38-7511,B,Mandalay,Member,Male,Home and lifestyle,89.69,1,2.45,727.06,2021-01-08,17:24,Ewallet,186.86,4.76,43.64,6.0,29.0,0.0,21.0,61,Poor,Lamp
966-81-6992,C,Yangon,Normal,Female,Home and lifestyle,52.88,8,12.35,380.24,2021-09-02,18:19,Cash,869.08,4.76,35.79,9.0,37.0,0.0,,20,Excellent,Lamp
192-60-1228,B,Naypyitaw,Member,FEMALE,Electronic accessories,60.68,2,25.47,575.63,2021-06-02,20:57,CASH,551.86,4.76,14.69,8.5,57.0,0.0,24.0,66,EXCELLENT,Power Bank
370-78-3024,C,Yangon,Normal,FEMALE,Home and lifestyle,48.08,5,16.86,967.98,2021-01-04,10:20,CASH,46.13,4.76,20.97,5.2,,0.0,,63,good,Table Cover
565-57-5295,C,Yangon,Normal,Male,Sports and travel,78.08,1,38.82,223.48,2021-01-08,14:37,cash,104.11,4.76,6.48,5.0,29.0,0.0,,25,Good,Backpack
